lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
35,0,126.9,5,9,4,2,1,0,0,0
144,0,71.0,4,24,3,1,2,0,0,1
2,1,146.0,4,27,4,2,0,0,3,1
0,0,161.33,8,27,4,3,0,0,5,0
132,0,72.25,7,1,3,2,1,0,0,1
83,1,154.7,8,1,4,3,1,0,0,1
75,2,120.7,12,24,4,2,2,1,0,1
161,1,91.48,10,2,4,3,2,0,0,1
9,2,133.33,6,21,4,3,0,0,0,1
81,2,66.37,1,29,4,2,1,0,1,1
24,2,124.0,9,19,4,1,1,0,0,1
3,0,69.84,1,15,4,3,2,0,0,1
28,1,89.0,1,31,4,0,2,0,0,1
12,1,121.0,6,8,4,2,0,0,0,0
0,1,45.0,2,15,3,1,1,0,3,1
18,1,78.5,1,30,4,1,0,3,0,1
0,0,79.0,1,28,4,1,0,0,0,1
7,1,86.78,12,9,4,2,2,3,0,1
48,0,94.5,4,11,4,1,1,3,0,0
147,0,178.59,10,24,4,5,2,1,3,0
36,2,89.89,11,25,4,4,0,0,0,1
44,2,82.44,11,19,4,1,0,0,1,1
2,1,249.0,9,2,4,1,0,0,5,1
13,2,129.0,8,23,4,2,0,3,0,1
338,1,45.33,10,7,3,2,1,0,0,1
76,0,105.3,3,24,4,3,0,0,0,0
202,0,94.33,11,2,4,4,0,0,0,0
57,0,146.96,9,24,4,5,2,0,3,0
0,1,116.0,8,7,4,0,2,3,0,1
135,1,92.28,6,14,4,4,0,0,0,0
29,1,129.0,10,20,4,2,0,0,0,0
34,0,50.33,1,31,3,4,2,0,0,1
49,0,76.5,9,2,3,3,0,0,0,1
256,0,64.33,9,14,3,2,1,0,0,1
92,1,63.75,8,6,3,3,0,0,0,1
250,0,90.95,10,28,4,2,2,0,0,0
0,0,79.0,3,14,2,2,1,0,0,1
46,2,126.9,5,7,4,1,2,0,0,1
61,1,93.6,12,8,4,3,0,0,0,1
70,0,75.0,12,2,3,2,0,0,0,1
60,1,149.77,9,29,4,2,0,1,3,1
55,2,135.9,9,26,4,3,1,0,0,1
27,0,137.6,5,21,4,2,2,0,3,0
11,0,95.0,9,11,3,1,2,0,0,1
77,2,149.4,9,19,4,3,1,0,3,1
37,1,132.84,9,29,4,2,0,0,3,0
37,1,113.65,9,28,4,1,0,0,3,1
1,1,66.3,2,17,4,1,0,0,3,1
11,2,80.75,11,16,4,4,0,3,0,1
30,0,127.15,10,28,3,1,0,0,3,1
13,2,125.0,11,14,4,2,1,0,0,1
29,1,79.75,1,31,4,4,2,0,0,1
143,0,114.3,8,13,4,1,1,0,0,0
9,1,80.47,10,30,4,0,2,3,0,1
91,1,90.9,4,12,4,3,0,0,0,1
0,0,79.0,7,20,2,1,0,0,0,1
39,0,102.0,12,19,3,2,1,1,0,1
75,1,74.8,12,2,4,2,2,3,0,1
148,0,96.3,8,26,4,2,2,0,0,0
18,1,140.0,10,29,4,1,2,0,0,0
6,0,109.0,9,27,2,1,0,0,4,1
3,0,100.0,8,22,2,1,1,0,0,1
206,1,102.85,10,6,4,5,2,0,0,0
58,0,81.0,1,27,3,3,0,0,0,1
57,0,94.5,4,11,4,2,1,3,0,0
54,1,0.0,11,24,1,1,0,0,0,1
171,1,123.3,10,30,4,0,2,0,3,0
30,2,76.1,3,5,4,1,2,3,0,1
38,0,108.11,5,23,4,3,1,0,3,0
4,0,65.0,11,17,2,3,0,0,0,1
149,2,120.7,8,12,4,4,2,0,3,1
18,0,148.5,4,25,4,0,1,0,0,0
263,0,100.3,9,29,4,4,2,0,0,0
35,1,108.0,11,2,4,3,0,0,0,1
29,0,73.42,2,20,4,4,2,0,0,0
40,0,131.4,3,20,4,0,2,0,3,0
3,0,66.0,1,22,2,1,0,0,0,1
31,0,168.3,7,9,4,1,2,0,3,0
132,2,114.75,7,2,4,5,2,0,0,0
54,2,198.9,6,9,4,3,2,0,5,1
205,0,98.1,10,8,4,1,1,3,0,0
349,0,80.0,10,4,4,5,1,0,0,0
15,0,91.73,9,6,4,3,2,0,0,1
35,0,70.0,10,30,3,2,1,0,3,1
5,2,98.62,8,18,4,10,3,0,0,0
128,1,103.5,8,9,4,5,0,3,0,1
71,0,112.8,4,24,4,1,2,0,3,1
39,1,98.1,2,15,4,4,1,0,3,1
89,2,155.57,7,16,4,5,2,1,3,1
19,0,85.0,10,2,3,2,2,0,0,1
29,0,100.33,3,12,4,4,2,0,3,1
4,1,93.17,4,15,4,2,1,0,0,1
83,2,132.3,10,19,4,4,0,0,3,1
21,0,87.0,2,23,3,5,0,0,0,1
8,1,99.46,8,22,4,5,1,0,3,1
17,1,82.0,12,18,3,2,2,0,0,1
17,2,129.0,7,29,4,1,0,0,0,1
138,1,90.95,4,20,4,4,0,0,0,0
74,2,143.1,5,13,4,2,1,0,0,1
35,1,80.3,2,7,4,2,2,0,0,1
11,2,90.0,11,19,4,1,1,3,0,1
224,2,128.7,10,23,4,1,2,0,3,0
171,0,137.7,8,22,4,1,1,0,0,0
187,2,152.15,9,12,4,4,1,1,0,0
104,2,87.67,6,7,4,4,0,0,0,1
93,1,161.15,11,7,2,3,1,0,0,1
64,2,168.3,9,19,4,3,1,0,3,1
186,0,115.0,4,22,3,2,1,0,0,0
215,0,177.09,11,6,4,5,2,0,0,0
3,1,79.0,11,26,2,1,0,0,0,1
106,0,94.5,7,25,4,1,1,3,0,0
0,0,98.1,10,1,4,1,2,3,0,1
13,2,95.0,6,19,3,0,2,0,0,1
8,0,56.0,3,2,3,2,0,0,0,1
16,1,135.0,3,9,4,3,0,1,0,1
157,2,102.86,10,22,4,5,2,0,0,0
58,0,61.5,3,2,3,4,1,0,0,1
35,1,97.0,12,26,4,1,0,0,3,1
45,2,126.9,5,21,4,1,1,0,0,1
11,0,91.5,12,2,4,2,0,3,0,1
45,1,95.0,4,23,3,1,2,0,0,1
5,1,136.0,4,22,4,2,1,0,3,1
0,0,96.0,10,5,3,0,1,0,0,1
20,0,95.0,9,18,3,1,2,0,0,1
14,0,177.0,6,20,4,1,1,0,3,0
36,0,60.29,1,12,4,4,0,0,0,0
80,1,160.65,10,28,4,2,2,0,5,0
13,1,80.3,1,20,4,4,1,0,0,1
47,0,60.0,11,14,3,1,2,0,3,1
68,0,121.5,7,24,4,1,2,0,0,0
26,1,88.0,11,2,2,1,0,0,0,1
70,1,64.67,4,3,4,4,2,0,0,1
179,2,121.5,9,24,4,1,2,0,0,0
56,0,85.5,9,20,3,1,0,0,0,1
32,1,109.0,10,25,4,4,0,3,0,1
29,0,75.0,10,20,3,3,0,0,3,1
196,0,101.15,12,27,4,5,1,0,3,1
33,1,126.0,4,14,4,3,1,0,0,1
0,0,116.0,3,4,4,2,0,0,3,1
247,1,67.26,12,24,4,3,2,0,1,1
50,0,118.8,10,4,4,3,0,0,0,0
0,0,79.0,11,29,2,1,0,0,0,1
13,0,96.0,12,5,4,0,1,0,0,1
65,1,80.75,10,23,3,1,2,0,0,1
22,0,65.0,12,18,2,1,0,0,0,1
15,3,107.0,11,10,4,2,0,0,0,1
30,2,104.0,11,30,4,3,0,0,0,1
8,1,103.0,3,11,4,2,1,0,1,1
52,2,159.3,5,28,4,1,1,0,3,1
34,0,162.45,3,18,4,2,0,0,5,0
107,1,90.0,8,12,4,1,0,0,1,1
61,4,88.4,12,22,4,5,2,0,0,1
101,1,80.75,5,12,3,3,0,0,0,0
296,0,56.01,10,24,4,4,2,0,1,0
32,1,150.0,7,18,3,1,1,0,0,1
32,1,121.5,2,26,4,2,0,0,3,0
96,2,135.72,10,21,4,3,2,0,3,1
135,2,94.5,5,22,4,0,2,3,0,1
110,0,112.88,9,20,3,3,0,0,3,1
29,1,211.0,12,4,4,2,2,1,3,1
31,2,94.5,10,11,4,2,2,0,0,1
25,2,96.9,12,7,4,4,1,0,3,1
239,0,128.7,10,28,4,2,0,0,0,0
15,1,109.0,9,11,4,0,2,0,0,1
168,1,146.7,8,13,4,1,0,0,0,0
160,0,70.0,12,30,3,3,0,0,0,1
13,0,260.5,4,25,4,3,1,1,5,0
45,1,94.5,4,13,4,2,0,3,0,1
1,0,65.0,12,27,2,1,2,0,0,1
60,1,93.6,11,18,4,2,1,0,0,1
82,1,76.5,7,19,4,2,2,0,1,0
28,2,116.56,9,19,4,3,2,0,0,1
2,2,160.0,10,8,4,1,1,0,0,1
11,0,75.0,8,18,2,2,0,0,0,0
65,1,124.0,3,20,3,3,2,0,0,1
6,1,97.0,12,12,4,0,1,3,0,1
30,0,135.9,7,8,4,1,0,0,0,0
35,1,76.5,10,26,3,1,1,0,0,1
96,0,94.5,7,11,3,1,2,1,0,0
203,1,137.7,8,27,4,1,0,0,3,0
52,2,88.4,12,1,4,3,1,0,0,1
22,0,129.0,3,21,4,1,1,3,0,0
88,0,93.6,12,1,4,2,0,0,0,0
30,0,117.9,5,23,4,1,1,0,0,0
16,1,117.6,9,5,3,4,2,0,0,1
58,1,116.1,6,17,4,2,1,3,0,1
71,1,126.0,5,10,3,3,0,1,0,1
98,0,95.0,9,30,3,2,0,0,0,0
0,1,66.0,3,7,2,1,1,0,0,1
6,2,107.0,2,19,4,2,0,0,3,1
203,1,90.95,7,19,4,5,0,0,0,0
73,0,0.0,11,24,4,3,0,0,0,1
38,0,96.3,10,20,4,5,0,0,0,1
84,1,90.9,10,26,4,3,0,0,0,1
84,1,76.5,8,6,4,3,0,0,0,0
0,0,149.0,9,8,4,1,0,3,0,1
33,1,102.37,2,26,4,2,1,0,0,1
91,0,88.0,12,9,4,2,0,3,0,0
96,1,76.5,7,22,4,4,1,0,0,0
18,0,109.0,3,17,4,3,0,0,0,0
100,1,76.5,7,2,4,2,0,0,0,0
59,2,90.55,10,14,4,5,2,0,3,1
56,2,177.3,7,19,4,2,0,0,5,1
45,0,67.0,11,28,2,0,1,0,0,1
21,1,102.0,2,11,4,2,0,0,0,1
96,1,126.9,4,29,4,2,1,0,0,0
26,1,123.5,4,11,4,3,1,0,3,1
6,3,91.0,11,13,4,2,2,0,0,1
177,1,80.75,7,26,4,4,0,3,0,0
9,0,65.0,11,22,2,1,2,0,0,1
32,2,97.92,10,5,4,4,1,0,0,1
54,1,96.0,11,11,4,2,1,0,0,1
107,0,127.93,5,28,4,2,2,0,0,0
17,0,95.0,10,30,3,1,0,0,0,1
77,2,72.25,11,16,4,4,1,0,0,0
26,0,75.0,10,14,3,4,1,0,3,1
169,0,106.0,4,22,4,2,2,1,0,0
185,0,89.25,8,13,4,5,2,3,0,0
136,0,130.5,7,6,4,1,0,0,0,1
84,0,50.33,3,5,3,4,2,0,0,1
15,2,117.0,8,30,4,2,0,0,0,1
86,1,81.86,12,30,4,3,0,0,0,1
17,1,102.0,11,11,4,5,2,0,0,0
43,2,150.3,7,3,4,2,2,0,3,1
31,0,152.1,2,26,4,2,0,0,5,0
33,0,139.52,4,24,4,4,2,0,5,0
60,0,76.5,3,10,4,1,0,3,0,0
4,1,119.0,8,24,4,1,0,3,0,1
111,1,168.3,9,22,4,2,0,0,3,0
131,0,59.5,3,20,3,3,2,0,0,1
38,1,81.9,3,8,4,4,0,0,0,0
41,0,105.3,10,3,4,2,1,0,0,0
67,0,140.4,5,4,4,1,0,0,3,0
156,0,103.5,8,21,4,1,2,3,0,0
44,2,149.4,9,25,4,2,2,0,3,1
8,0,54.4,12,16,4,2,0,3,0,1
259,3,80.26,12,28,4,5,2,0,0,1
120,0,94.86,4,5,4,4,0,0,4,0
86,1,88.83,3,23,4,4,0,0,0,0
114,0,57.73,3,11,4,1,0,0,0,1
152,1,76.58,5,7,4,2,2,0,0,1
11,1,124.0,9,2,4,2,0,3,0,1
1,2,91.38,11,20,4,2,2,0,0,1
8,0,67.0,5,4,2,1,0,0,0,1
91,1,106.92,10,7,4,1,0,0,0,0
6,1,70.0,12,27,3,5,1,0,0,1
98,0,124.8,7,21,4,3,0,0,3,0
169,2,121.5,8,3,4,3,0,0,0,0
201,1,121.5,8,25,4,3,0,0,0,0
7,1,97.0,8,19,4,2,0,0,5,1
62,0,71.4,9,23,3,1,0,0,0,1
292,0,86.7,12,13,4,4,0,0,3,0
222,2,72.9,12,2,4,2,1,0,0,0
10,2,100.38,11,22,4,5,1,0,0,1
83,2,159.3,4,3,4,1,2,0,5,1
35,2,153.3,3,26,4,1,2,0,3,1
1,0,91.1,1,13,4,4,0,0,3,1
1,2,138.0,8,16,4,1,2,0,0,1
157,1,72.25,7,7,3,3,1,0,0,1
186,1,79.66,10,6,4,3,2,0,0,1
1,1,105.0,8,10,4,1,1,0,0,1
47,1,107.1,7,3,4,2,2,3,0,1
119,1,97.75,7,13,3,3,0,1,0,1
78,0,120.49,12,16,3,2,0,1,0,1
109,1,113.26,7,11,4,5,3,0,3,1
101,0,142.2,7,22,4,2,0,0,3,0
4,0,67.0,3,22,2,1,0,0,0,1
78,2,60.0,3,3,3,3,1,0,0,1
147,1,138.55,7,7,4,3,1,0,3,0
0,0,58.0,12,20,3,1,2,0,0,1
106,2,140.0,12,25,4,0,1,0,3,0
56,0,88.01,7,11,4,0,1,0,0,1
87,2,93.6,12,16,4,2,0,0,0,1
16,2,105.0,9,13,4,1,2,0,0,1
5,0,70.0,11,4,3,3,0,0,0,1
4,0,85.98,2,3,3,4,0,0,4,1
19,0,87.0,2,23,3,5,0,0,0,1
92,0,49.74,7,5,4,3,2,0,0,0
136,1,105.3,8,3,4,3,0,0,0,1
1,0,173.0,2,19,4,1,0,0,5,1
32,1,117.9,5,21,4,1,1,0,0,0
145,0,72.76,7,1,3,1,0,0,0,1
85,0,126.9,6,20,4,2,1,0,0,0
73,1,129.96,5,25,4,4,1,0,3,1
201,0,72.08,7,6,3,3,0,0,0,1
0,2,95.0,11,14,2,3,1,0,0,1
122,2,105.83,7,9,4,2,2,0,0,1
182,0,126.9,9,20,4,4,0,0,0,0
178,1,127.62,7,28,4,5,2,0,3,0
25,1,101.0,7,29,4,1,0,0,0,1
3,0,77.6,5,9,3,0,1,0,0,1
0,0,115.8,9,7,4,3,1,0,0,1
148,0,114.3,8,7,4,0,1,0,0,0
4,0,147.0,7,19,2,3,0,0,4,1
81,0,85.5,4,10,4,0,2,3,0,0
98,1,65.0,9,21,2,1,0,0,0,1
72,1,115.0,9,14,2,2,0,3,0,0
23,2,161.5,9,24,4,2,2,0,3,1
17,1,96.26,4,14,4,3,2,0,3,1
26,0,75.0,10,18,3,1,2,0,3,1
140,1,88.77,7,2,4,1,1,0,1,1
143,2,129.6,9,21,4,4,1,0,0,0
87,2,126.0,12,16,4,2,0,0,3,1
83,0,75.0,12,18,3,1,2,0,0,1
130,2,104.4,10,29,4,1,2,0,3,1
10,2,109.0,2,20,4,1,2,0,0,1
0,0,79.0,2,18,4,1,0,3,0,1
3,0,81.0,2,25,3,3,0,0,0,1
80,1,96.3,4,8,4,2,0,0,0,1
29,0,64.8,3,23,3,3,0,3,0,1
93,1,80.75,6,3,3,2,0,0,0,1
36,3,159.3,5,1,4,2,2,0,3,1
240,0,159.3,9,30,4,2,0,0,3,0
0,1,0.0,12,7,1,0,1,0,0,1
7,0,79.0,11,16,2,0,1,0,0,1
23,1,143.99,5,2,4,2,1,0,3,1
150,0,80.0,1,18,3,4,1,0,0,1
246,1,81.77,9,8,4,3,0,0,1,0
60,0,75.0,3,20,3,2,2,0,0,0
272,0,110.78,12,27,4,5,1,0,3,1
64,0,126.9,6,10,4,2,0,0,0,0
27,0,65.0,6,29,2,1,0,0,0,1
245,0,107.59,9,22,4,5,2,0,0,0
0,1,0.0,9,28,1,1,0,0,3,1
60,0,63.75,3,5,4,6,2,0,0,0
50,1,99.0,3,24,4,1,0,0,0,1
21,3,182.0,6,28,4,4,0,0,3,1
21,0,79.0,3,17,4,2,0,3,0,0
20,1,117.55,7,30,4,1,2,0,3,1
186,1,96.3,7,28,4,2,0,0,0,0
76,1,159.3,5,12,4,3,0,0,0,1
34,0,81.0,6,19,4,1,2,0,0,0
98,0,167.45,4,23,4,4,2,0,5,0
253,0,90.0,5,4,3,4,0,0,0,0
185,0,79.2,12,16,4,2,1,3,0,0
212,0,78.0,5,20,3,3,2,0,0,0
106,1,84.58,7,13,3,4,0,0,0,1
141,1,104.55,5,15,4,2,2,0,0,1
292,1,81.82,10,23,4,4,2,0,1,1
88,0,0.0,12,4,1,2,0,0,0,1
16,1,88.8,3,3,4,3,1,0,3,1
21,0,64.8,3,1,3,1,0,0,0,1
180,1,129.7,8,3,4,5,2,0,3,0
116,1,111.92,5,12,4,3,2,0,0,1
23,2,148.0,12,30,4,2,0,0,3,1
233,1,138.13,9,5,4,2,1,0,3,0
47,1,71.1,3,11,4,2,1,3,0,1
40,1,145.98,9,26,4,4,1,0,3,1
34,0,84.69,2,19,4,9,4,0,0,0
16,0,70.72,12,22,4,3,2,0,0,1
296,0,117.0,9,21,3,4,0,1,0,0
13,0,119.0,9,7,4,1,0,3,0,0
96,0,63.75,7,13,3,0,1,0,0,1
38,1,78.3,2,12,4,2,2,0,0,0
189,1,106.75,8,15,4,4,1,1,0,0
18,0,78.17,10,3,4,5,2,3,0,1
159,0,149.6,12,30,4,2,2,0,5,1
4,0,66.0,1,29,3,2,1,0,0,1
61,0,118.8,4,7,4,3,0,0,3,1
18,1,120.0,10,29,4,1,2,3,0,0
67,1,100.81,3,26,3,1,2,0,0,1
54,0,66.5,10,16,3,2,2,0,0,1
2,1,67.0,5,4,2,1,0,0,0,1
208,0,85.5,8,30,4,3,0,3,0,0
65,0,0.0,3,23,4,0,0,0,0,1
14,2,86.85,7,22,4,2,0,0,1,1
0,0,113.33,11,5,4,4,2,1,0,1
48,1,133.74,8,26,4,3,2,0,3,0
71,1,190.8,10,22,4,1,2,0,5,1
216,1,86.63,7,18,4,1,1,0,1,0
122,1,76.5,7,29,4,3,0,0,0,1
13,0,126.28,9,27,4,2,0,0,3,1
15,1,118.0,8,29,4,2,1,3,0,1
178,0,124.5,8,18,4,3,0,0,0,0
18,2,174.0,9,15,4,3,0,0,3,1
117,0,99.45,4,20,4,4,0,0,3,0
119,0,99.3,4,29,4,2,1,0,0,1
1,2,205.5,12,30,4,4,0,0,5,1
66,1,90.0,11,26,3,3,2,0,3,1
20,0,63.2,2,10,4,4,0,3,0,0
53,0,135.9,8,4,4,3,1,0,0,0
82,0,76.5,7,16,4,3,0,0,0,0
7,2,111.0,2,23,4,4,0,0,0,1
308,2,78.3,11,23,4,3,0,0,0,0
17,0,187.0,7,9,4,1,1,0,3,0
88,1,109.8,4,26,4,3,0,0,3,1
15,1,130.0,2,19,4,2,0,0,3,1
26,2,172.0,3,26,4,2,2,0,0,1
151,1,77.23,6,3,4,2,2,0,0,1
76,0,75.0,12,7,3,3,0,0,0,1
38,0,85.0,8,4,3,5,2,0,0,1
85,0,157.25,3,24,4,3,2,0,5,0
142,1,126.65,7,2,4,3,2,0,3,0
1,0,183.5,12,31,4,3,0,3,0,1
50,0,242.9,8,19,4,2,1,0,5,0
177,1,72.25,8,5,3,2,2,0,0,1
64,0,71.6,3,5,4,2,2,0,0,1
139,1,72.25,12,3,4,1,0,0,0,0
34,0,135.9,8,1,4,2,1,0,0,0
19,1,118.67,10,3,4,1,2,0,0,1
151,0,104.25,10,27,4,4,2,0,3,0
71,1,101.87,10,21,4,2,1,0,3,1
2,0,75.0,8,28,3,1,2,3,0,1
5,1,108.0,2,27,4,1,2,0,3,1
17,0,97.0,3,17,4,3,1,3,0,0
188,0,90.95,8,26,4,3,2,0,0,0
192,0,164.63,10,28,4,3,2,0,5,0
73,0,96.3,4,3,4,1,2,0,3,0
5,0,96.0,9,1,4,3,0,3,0,1
3,2,126.25,9,10,4,3,1,0,0,1
9,0,68.4,1,22,4,2,2,3,0,1
3,0,95.0,6,24,3,2,0,0,0,1
85,2,89.25,10,23,4,2,1,0,0,1
14,0,87.0,2,19,3,3,2,0,0,1
6,0,78.69,11,17,4,5,2,3,0,0
135,0,90.0,11,2,4,4,1,0,0,0
1,0,90.0,1,29,4,1,0,0,0,1
120,0,108.57,9,28,3,3,0,0,3,1
78,0,82.45,3,31,4,3,2,0,0,1
102,0,101.34,12,26,4,3,1,0,1,0
8,0,103.0,3,6,4,2,2,0,0,1
117,0,76.5,8,22,4,1,0,0,0,0
157,0,106.0,8,1,2,2,1,0,4,0
139,0,126.9,6,13,4,0,1,0,0,1
91,0,40.0,9,30,3,2,1,0,0,1
1,0,84.0,7,26,2,1,0,0,0,1
54,0,125.1,8,26,4,1,0,3,0,0
0,0,75.0,9,21,3,2,1,0,3,1
166,1,99.45,8,4,4,3,2,0,0,1
142,0,114.3,5,22,4,1,2,0,3,1
7,0,151.0,8,7,4,2,2,0,0,0
24,2,145.4,4,17,4,3,2,0,3,1
8,0,103.69,8,16,4,3,0,3,0,0
24,0,45.5,2,29,3,3,1,0,0,1
190,1,99.95,7,24,4,2,2,0,0,1
142,1,68.8,8,22,4,5,2,3,0,1
197,0,82.5,10,30,4,1,2,3,0,0
117,0,159.3,8,22,4,4,1,0,3,0
70,2,121.55,4,4,4,3,1,0,0,1
165,0,151.2,10,7,4,2,1,0,3,0
33,1,109.0,10,28,4,2,2,3,0,0
29,1,104.0,11,30,4,4,2,0,0,1
66,2,187.85,5,25,4,5,2,0,5,1
7,0,89.0,5,16,4,0,1,3,0,1
13,1,65.0,6,14,2,3,0,0,0,1
249,0,96.3,10,28,4,2,1,0,0,0
145,0,151.2,8,17,4,2,0,0,3,1
32,1,216.9,8,13,4,1,0,0,5,0
78,0,85.5,4,8,4,2,0,3,1,0
1,1,12.0,10,10,3,1,1,0,0,1
1,0,79.0,1,20,4,2,0,3,0,1
36,0,88.0,12,8,4,3,0,3,0,0
0,0,99.0,5,29,4,0,1,3,0,1
49,0,60.0,11,9,3,2,1,0,3,1
90,1,117.9,8,12,4,2,2,0,0,1
130,2,67.5,3,25,3,2,1,0,0,1
91,0,135.9,8,3,4,1,0,0,0,0
9,1,131.33,4,8,4,2,1,0,3,1
86,1,104.4,10,28,4,2,0,0,3,1
91,0,67.95,3,21,4,3,1,3,0,1
0,1,159.75,10,7,4,4,0,0,3,1
19,1,139.13,9,23,4,2,0,0,0,1
221,1,96.0,8,12,3,1,0,1,0,1
33,0,123.82,10,2,4,3,2,1,3,0
10,0,110.0,9,26,0,3,1,0,3,1
299,0,100.3,9,17,4,5,2,0,0,0
359,1,78.0,10,14,3,3,2,0,0,0
168,0,91.45,7,18,3,1,1,0,3,1
40,1,73.8,12,5,3,1,2,0,3,1
14,1,110.0,6,26,4,0,1,0,0,1
3,0,80.0,11,6,3,2,1,0,0,1
4,1,65.0,11,1,2,3,0,0,0,1
13,1,59.33,11,12,4,5,2,3,0,1
77,1,96.3,4,25,4,1,1,0,0,1
5,0,150.0,10,7,4,2,1,0,0,1
168,2,72.25,8,12,3,3,2,0,0,1
183,1,90.9,7,16,4,1,2,0,0,1
10,0,166.0,7,23,4,1,0,0,3,1
87,1,183.6,9,6,4,5,2,1,3,1
1,0,65.0,9,27,2,1,0,0,1,1
181,2,76.5,8,17,4,0,1,0,0,1
15,1,114.0,3,4,4,2,0,0,0,0
52,1,118.0,8,28,4,0,1,3,0,0
1,1,72.0,12,5,3,2,2,0,0,1
11,1,109.0,5,7,4,1,2,3,0,1
131,0,72.25,7,9,3,1,1,0,0,1
13,1,87.78,9,20,4,0,2,0,0,1
54,2,79.2,12,5,4,0,1,3,0,1
0,0,119.0,10,15,3,1,0,0,0,1
37,0,131.4,6,4,4,1,1,0,3,0
44,0,90.0,11,2,3,4,0,0,0,1
27,2,90.84,5,22,4,2,2,0,0,1
65,0,72.25,10,8,3,3,0,0,0,1
6,1,206.0,9,27,4,0,1,0,0,1
32,2,115.2,3,22,4,1,0,0,0,1
3,0,66.0,2,29,2,2,1,0,0,1
44,0,103.95,3,17,4,2,0,0,3,1
162,2,85.17,9,4,3,2,1,1,0,1
9,3,149.0,9,15,4,1,0,3,0,1
9,1,80.3,1,15,4,2,1,0,0,1
3,1,66.0,2,25,2,1,0,0,0,1
39,2,83.16,10,12,4,2,1,0,3,1
38,1,99.9,6,20,4,3,1,0,0,1
112,1,107.95,5,2,4,3,1,0,3,1
14,0,62.5,5,27,3,1,0,0,0,1
133,1,99.45,5,9,4,4,1,0,0,1
295,1,95.4,7,21,4,3,1,0,0,1
228,1,118.9,8,16,4,3,0,0,0,0
57,1,125.1,9,9,4,2,1,0,0,1
152,2,114.63,7,21,4,5,2,0,3,0
141,2,133.65,9,4,4,2,2,0,0,1
197,0,96.3,10,29,4,1,2,0,0,0
100,1,150.3,8,26,4,2,2,0,3,1
183,1,112.0,8,9,4,3,0,0,0,0
60,0,95.1,6,26,4,1,2,3,0,0
22,0,146.0,12,31,4,2,0,0,3,1
116,0,0.0,2,28,4,2,2,0,0,1
81,0,72.25,9,6,3,5,2,0,0,1
95,3,103.7,12,21,4,5,2,0,0,1
4,0,160.0,9,25,4,0,2,3,0,1
7,1,98.0,6,22,2,1,0,0,0,1
112,1,120.0,6,2,4,3,0,0,0,0
6,1,85.0,2,11,4,1,0,0,0,1
1,0,121.0,9,23,3,1,0,3,0,1
0,0,44.6,4,3,4,1,2,0,3,0
24,1,124.0,9,18,4,2,1,0,0,0
163,0,90.95,8,29,3,2,1,0,3,1
14,0,111.67,12,26,4,1,2,0,0,1
83,0,76.38,3,18,4,5,2,0,0,0
199,1,65.45,3,18,4,2,1,0,0,1
16,2,144.67,4,12,4,3,0,0,3,1
73,2,159.3,5,25,4,2,0,0,3,1
205,0,116.1,9,15,4,1,0,3,0,0
173,2,114.75,7,31,4,2,2,0,0,0
13,0,85.0,9,8,3,5,1,3,3,1
113,2,132.77,5,18,4,4,1,0,0,1
15,0,154.33,4,15,4,2,1,0,3,0
40,1,67.5,2,14,4,1,2,3,0,0
42,2,88.0,11,23,4,1,0,3,0,1
89,1,75.0,5,9,3,2,1,0,0,1
0,1,97.0,2,24,4,1,0,0,0,1
1,0,96.0,8,29,4,1,2,0,0,1
3,0,65.0,9,28,2,1,1,0,0,1
47,2,93.6,12,17,4,2,2,0,0,1
13,0,6.0,3,20,4,0,1,0,0,1
0,2,0.0,1,13,1,2,0,0,0,1
162,1,105.83,8,15,4,3,1,0,0,0
15,2,168.0,6,19,4,1,2,0,3,1
42,0,81.9,3,11,4,2,0,0,0,1
55,2,131.4,3,22,4,3,0,0,3,1
86,1,123.84,10,22,4,3,2,0,0,0
104,0,143.1,6,9,4,3,0,0,0,0
103,0,63.58,3,24,3,3,0,0,0,1
56,0,97.2,10,5,4,1,0,3,0,0
43,1,110.2,12,4,4,1,2,0,3,1
30,1,111.83,8,28,4,2,2,0,0,1
118,2,189.0,8,1,4,4,1,1,3,1
17,0,98.39,12,3,4,4,2,0,0,1
0,0,181.0,11,23,4,1,0,0,5,0
88,1,85.0,9,3,3,5,2,0,0,1
4,0,124.36,9,13,4,2,0,0,3,0
12,0,68.0,11,2,3,5,1,0,0,1
0,1,67.5,1,23,4,1,0,3,0,1
71,1,58.25,3,14,4,4,1,0,0,1
141,0,99.96,5,30,4,4,1,0,0,0
12,0,38.67,3,17,3,3,0,0,0,1
2,1,110.0,10,6,2,1,0,0,3,1
136,1,105.3,5,6,4,2,0,0,0,1
4,1,174.67,9,13,4,3,0,0,3,1
44,2,110.13,11,4,4,2,1,0,3,1
57,1,84.69,10,10,4,1,2,3,0,1
200,4,115.6,10,3,3,4,1,0,3,1
37,0,116.1,5,7,4,1,0,3,0,0
75,0,74.68,3,19,4,5,2,0,0,1
18,1,0.0,11,7,4,0,0,0,0,1
120,2,76.5,8,9,4,1,2,0,0,1
83,0,75.0,12,18,3,0,2,0,0,1
7,1,128.0,8,23,4,1,0,3,0,1
8,0,73.15,9,1,4,2,0,0,0,1
